PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;56;7;28079056_7_8;2022;05;9;V;5;V;8;V;9;V;12;V;9;V;8;V;7;V;13;V;14;V;18;V;12;V;12;V;12;V;4;V;8;V;11;V;14;V;13;V;11;V;8;V;6;V;4;V;5;V;10;V;8;V;16;V;9;V;7;V;5;V;15;V
28;079;56;7;28079056_7_8;2022;06;14;V;13;V;10;V;7;V;4;V;12;V;13;V;5;V;12;V;22;V;8;V;6;V;18;V;20;V;16;V;17;V;14;V;12;V;3;V;8;V;7;V;5;V;8;V;6;V;5;V;3;V;6;V;9;V;14;V;8;V;0;N
28;079;56;7;28079056_7_8;2022;07;9;V;7;V;5;V;14;V;12;V;8;V;7;V;17;V;9;V;9;V;13;V;14;V;20;V;10;V;16;V;10;V;13;V;7;V;5;V;11;V;12;V;8;V;11;V;9;V;5;V;6;V;6;V;10;V;11;V;5;V;5;V
28;079;56;7;28079056_7_8;2022;08;10;V;4;V;11;V;8;V;4;V;4;V;6;V;13;V;4;V;3;V;7;V;10;V;9;V;2;V;1;V;2;V;6;V;3;V;5;V;6;V;6;V;12;V;12;V;8;V;6;V;4;V;9;V;3;V;4;V;11;V;4;V
28;079;56;8;28079056_8_8;2022;01;55;V;55;V;59;V;43;V;31;V;48;V;60;V;53;V;39;V;48;V;64;V;60;V;71;V;68;V;69;V;65;V;78;V;79;V;85;V;66;V;57;V;62;V;58;V;67;V;64;V;68;V;75;V;80;V;74;V;73;V;79;V
28;079;56;8;28079056_8_8;2022;02;50;V;74;V;74;V;69;V;50;V;53;V;70;V;63;V;70;V;77;V;68;V;58;V;43;V;33;V;43;V;48;V;65;V;61;V;41;V;50;V;63;V;57;V;69;V;71;V;55;V;44;V;45;V;54;V;0;N;0;N;0;N
28;079;56;8;28079056_8_8;2022;03;53;V;36;V;55;V;44;V;47;V;35;V;48;V;38;V;54;V;56;V;44;V;28;V;31;V;49;V;61;V;56;V;44;V;50;V;51;V;40;V;51;V;43;V;51;V;57;V;51;V;43;V;42;V;54;V;48;V;53;V;34;V
28;079;56;8;28079056_8_8;2022;04;27;V;23;V;22;V;32;V;30;V;25;V;28;V;20;V;17;V;25;V;26;V;32;V;33;V;21;V;24;V;24;V;31;V;31;V;36;V;23;V;27;V;31;V;11;V;24;V;40;V;41;V;39;V;47;V;34;V;50;V;0;N
28;079;56;8;28079056_8_8;2022;05;28;V;22;V;29;V;28;V;33;V;29;V;28;V;28;V;41;V;42;V;51;V;38;V;43;V;45;V;19;V;25;V;26;V;39;V;43;V;40;V;35;V;22;V;14;V;17;V;26;V;25;V;35;V;33;V;28;V;16;V;33;V
28;079;56;8;28079056_8_8;2022;06;23;V;27;V;28;V;23;V;16;V;31;V;30;V;12;V;26;V;42;V;32;V;28;V;44;V;49;V;47;V;47;V;37;V;38;V;11;V;23;V;23;V;14;V;17;V;18;V;15;V;12;V;21;V;31;V;38;V;20;V;0;N
28;079;56;8;28079056_8_8;2022;07;30;V;26;V;18;V;39;V;43;V;32;V;29;V;42;V;42;V;37;V;49;V;47;V;75;V;54;V;56;V;42;V;44;V;38;V;23;V;48;V;46;V;38;V;46;V;38;V;24;V;30;V;25;V;31;V;40;V;25;V;35;V
28;079;56;8;28079056_8_8;2022;08;46;V;31;V;48;V;43;V;38;V;33;V;33;V;49;V;37;V;31;V;36;V;42;V;38;V;22;V;17;V;19;V;23;V;20;V;34;V;35;V;35;V;34;V;35;V;43;V;35;V;24;V;35;V;23;V;25;V;37;V;25;V
28;079;56;9;28079056_9_47;2022;01;17;V;15;V;18;V;12;V;3;V;9;V;10;V;12;V;4;V;5;V;9;V;6;V;10;V;11;V;14;V;18;V;20;V;16;V;17;V;10;V;8;V;9;V;11;V;9;V;6;V;11;V;12;V;13;V;11;V;11;V;14;V
28;079;56;9;28079056_9_47;2022;02;4;V;8;V;14;V;16;V;9;V;6;V;12;V;8;V;13;V;17;V;14;V;12;V;10;V;3;V;5;V;5;V;11;V;15;V;5;V;7;V;9;V;7;V;8;V;11;V;7;V;6;V;6;V;11;V;0;N;0;N;0;N
28;079;56;9;28079056_9_47;2022;03;12;V;4;V;8;V;3;V;4;V;4;V;5;V;4;V;7;V;9;V;6;V;4;V;4;V;6;V;38;V;18;V;4;V;5;V;8;V;6;V;4;V;3;V;5;V;6;V;6;V;8;V;8;V;15;V;15;V;7;V;7;V
28;079;56;9;28079056_9_47;2022;04;5;V;5;V;6;V;7;V;8;V;12;V;11;V;6;V;5;V;8;V;12;V;7;V;8;V;7;V;9;V;9;V;8;V;8;V;10;V;3;V;6;V;6;V;4;V;6;V;8;V;10;V;9;V;10;V;12;V;19;V;0;N
28;079;56;9;28079056_9_47;2022;05;18;V;9;V;7;V;10;V;11;V;8;V;8;V;10;V;10;V;11;V;14;V;12;V;15;V;20;V;11;V;11;V;7;V;10;V;16;V;13;V;15;V;17;V;8;V;5;V;6;V;6;V;8;V;12;V;14;V;8;V;9;V
28;079;56;9;28079056_9_47;2022;06;8;V;9;V;9;V;11;V;6;V;9;V;7;V;7;V;8;V;11;V;14;V;11;V;15;V;27;V;37;V;26;V;21;V;20;V;8;V;7;V;6;V;5;V;6;V;6;V;5;V;7;V;11;V;10;V;15;V;7;V;0;N
28;079;56;9;28079056_9_47;2022;07;12;V;37;V;30;V;6;V;16;V;30;V;9;V;12;V;16;V;15;V;14;V;11;V;23;V;22;V;19;V;14;V;17;V;13;V;15;V;21;V;17;V;18;V;9;V;14;V;14;V;12;V;22;V;12;V;20;V;58;V;61;V
28;079;56;9;28079056_9_47;2022;08;35;N;52;N;44;N;5;N;12;V;13;V;12;V;13;V;13;V;12;V;19;V;23;V;33;V;11;V;10;V;22;V;6;V;5;V;7;V;10;V;10;V;8;V;10;V;16;V;13;V;15;V;12;V;17;V;27;V;8;V;7;V
28;079;56;10;28079056_10_47;2022;01;20;V;18;V;22;V;15;V;4;V;10;V;13;V;14;V;5;V;7;V;12;V;9;V;14;V;15;V;18;V;22;V;25;V;22;V;23;V;14;V;11;V;12;V;13;V;12;V;9;V;16;V;17;V;21;V;16;V;16;V;21;V
28;079;56;10;28079056_10_47;2022;02;10;V;18;V;22;V;23;V;15;V;10;V;17;V;16;V;21;V;25;V;27;V;23;V;18;V;5;V;9;V;9;V;17;V;20;V;7;V;10;V;14;V;12;V;16;V;20;V;10;V;7;V;9;V;15;V;0;N;0;N;0;N
28;079;56;10;28079056_10_47;2022;03;17;V;7;V;11;V;5;V;6;V;5;V;6;V;6;V;10;V;13;V;8;V;6;V;5;V;19;V;160;V;65;V;13;V;9;V;12;V;11;V;5;V;4;V;6;V;6;V;9;V;11;V;17;V;22;V;30;V;13;V;9;V
28;079;56;10;28079056_10_47;2022;04;10;V;6;V;7;V;9;V;9;V;17;V;21;V;12;V;10;V;16;V;28;V;11;V;13;V;13;V;20;V;17;V;16;V;16;V;20;V;7;V;11;V;9;V;5;V;9;V;14;V;18;V;13;V;17;V;22;V;38;V;0;N
28;079;56;10;28079056_10_47;2022;05;41;V;17;V;12;V;16;V;19;V;15;V;15;V;16;V;21;V;24;V;30;V;31;V;33;V;39;V;27;V;23;V;16;V;23;V;46;V;37;V;36;V;38;V;15;V;16;V;14;V;17;V;17;V;24;V;28;V;23;V;21;V
28;079;56;10;28079056_10_47;2022;06;22;V;23;V;22;V;22;V;13;V;22;V;20;V;18;V;19;V;26;V;33;V;26;V;41;V;78;V;107;V;68;V;51;V;57;V;21;V;21;V;18;V;15;V;17;V;14;V;13;V;15;V;23;V;23;V;32;V;21;V;0;N
28;079;56;10;28079056_10_47;2022;07;27;V;53;V;52;V;19;V;33;V;50;V;20;V;27;V;31;V;31;V;32;V;32;V;46;V;48;V;40;V;35;V;36;V;33;V;33;V;38;V;40;V;44;V;24;V;38;V;33;V;27;V;18;V;27;V;39;V;73;V;75;V
28;079;56;10;28079056_10_47;2022;08;46;V;67;V;54;V;25;V;30;V;29;V;26;V;30;V;37;V;34;V;54;V;82;V;93;V;24;V;21;V;23;V;15;V;12;V;16;V;25;V;21;V;19;V;26;V;36;V;37;V;25;V;27;V;31;V;48;V;27;V;22;V
28;079;56;12;28079056_12_8;2022;01;146;V;140;V;181;V;109;V;42;V;91;V;114;V;108;V;56;V;104;V;142;V;129;V;169;V;156;V;147;V;131;V;207;V;209;V;227;V;137;V;113;V;119;V;93;V;114;V;96;V;149;V;197;V;214;V;167;V;155;V;174;V
28;079;56;12;28079056_12_8;2022;02;79;V;210;V;178;V;155;V;73;V;87;V;138;V;135;V;153;V;165;V;144;V;106;V;71;V;43;V;70;V;100;V;156;V;137;V;61;V;77;V;129;V;94;V;147;V;141;V;87;V;63;V;74;V;118;V;0;N;0;N;0;N
28;079;56;12;28079056_12_8;2022;03;116;V;47;V;119;V;61;V;76;V;45;V;71;V;55;V;92;V;95;V;61;V;38;V;39;V;70;V;117;V;107;V;58;V;72;V;74;V;46;V;71;V;55;V;72;V;91;V;77;V;56;V;57;V;90;V;66;V;94;V;54;V
28;079;56;12;28079056_12_8;2022;04;41;V;32;V;32;V;51;V;43;V;34;V;54;V;31;V;25;V;42;V;43;V;52;V;57;V;29;V;32;V;33;V;44;V;44;V;55;V;35;V;52;V;48;V;16;V;35;V;65;V;59;V;54;V;86;V;48;V;83;V;0;N
28;079;56;12;28079056_12_8;2022;05;42;V;30;V;41;V;41;V;50;V;43;V;40;V;39;V;61;V;63;V;79;V;56;V;61;V;63;V;26;V;37;V;44;V;61;V;63;V;56;V;47;V;32;V;21;V;26;V;41;V;38;V;60;V;46;V;38;V;24;V;57;V
28;079;56;12;28079056_12_8;2022;06;45;V;46;V;44;V;33;V;22;V;49;V;49;V;19;V;45;V;75;V;44;V;37;V;71;V;80;V;72;V;73;V;58;V;57;V;16;V;35;V;34;V;22;V;29;V;27;V;23;V;16;V;31;V;46;V;59;V;32;V;0;N
28;079;56;12;28079056_12_8;2022;07;44;V;37;V;25;V;61;V;62;V;44;V;40;V;68;V;57;V;52;V;69;V;68;V;105;V;70;V;80;V;57;V;64;V;49;V;31;V;66;V;64;V;50;V;63;V;51;V;32;V;39;V;34;V;46;V;58;V;33;V;43;V
28;079;56;12;28079056_12_8;2022;08;60;V;38;V;65;V;55;V;45;V;39;V;42;V;68;V;43;V;36;V;47;V;57;V;52;V;25;V;19;V;22;V;32;V;25;V;43;V;44;V;43;V;53;V;53;V;55;V;43;V;29;V;49;V;27;V;31;V;53;V;31;V
28;079;57;7;28079057_7_8;2022;01;23;V;45;V;39;V;32;V;5;V;6;V;15;V;30;V;9;V;14;V;21;V;25;V;18;V;24;V;15;V;33;V;36;V;44;V;30;V;12;V;11;V;15;V;10;V;7;V;7;V;19;V;24;V;25;V;27;V;13;V;48;V
28;079;57;7;28079057_7_8;2022;02;2;V;51;V;21;V;22;V;4;V;17;V;19;V;13;V;18;V;13;V;53;V;5;V;4;V;2;V;13;V;24;V;29;V;13;V;1;V;5;V;13;V;5;V;20;V;9;V;4;V;2;V;3;V;7;V;0;N;0;N;0;N
28;079;57;7;28079057_7_8;2022;03;8;V;3;V;24;V;2;V;3;V;1;V;4;V;3;V;11;V;6;V;3;V;2;V;1;V;3;V;3;V;4;V;2;V;3;V;2;V;1;V;2;V;1;V;2;V;3;V;2;V;2;V;2;V;8;V;5;V;3;V;3;V
28;079;57;7;28079057_7_8;2022;04;3;V;2;V;1;V;2;V;3;V;3;V;4;V;3;V;2;V;1;V;2;V;3;V;4;V;1;V;1;V;2;V;2;V;3;V;3;V;2;V;5;V;2;V;2;V;1;V;5;V;3;V;3;V;4;V;3;V;3;V;0;N
28;079;57;7;28079057_7_8;2022;05;1;V;2;V;2;V;2;V;3;V;3;V;2;V;1;V;3;V;3;V;4;V;3;V;2;V;2;V;1;V;3;V;4;V;4;V;3;V;3;V;2;V;1;V;3;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;4;V
28;079;57;7;28079057_7_8;2022;06;4;V;3;V;3;V;2;V;2;V;4;V;3;V;3;V;3;V;5;V;3;V;2;V;3;V;4;V;3;V;3;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;3;V;2;V;3;V;3;V;0;N
28;079;57;7;28079057_7_8;2022;07;2;V;1;V;1;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;3;V;2;V;2;V;1;V;1;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V
28;079;57;7;28079057_7_8;2022;08;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;57;8;28079057_8_8;2022;01;41;V;47;V;51;V;42;V;22;V;33;V;44;V;59;V;27;V;26;V;35;V;43;V;40;V;43;V;41;V;51;V;58;V;61;V;55;V;36;V;31;V;38;V;39;V;36;V;40;V;41;V;43;V;49;V;46;V;39;V;53;V
28;079;57;8;28079057_8_8;2022;02;11;V;63;V;53;V;59;V;20;V;34;V;38;V;43;V;53;V;55;V;68;V;34;V;27;V;13;V;36;V;45;V;63;V;41;V;11;V;28;V;34;V;28;V;43;V;40;V;27;V;20;V;21;V;35;V;0;N;0;N;0;N
28;079;57;8;28079057_8_8;2022;03;34;V;18;V;54;V;12;V;18;V;11;V;23;V;22;V;49;V;32;V;27;V;15;V;15;V;23;V;25;V;23;V;10;V;16;V;17;V;11;V;23;V;18;V;19;V;19;V;14;V;12;V;15;V;26;V;27;V;18;V;20;V
28;079;57;8;28079057_8_8;2022;04;13;V;10;V;10;V;11;V;18;V;22;V;22;V;15;V;12;V;13;V;14;V;21;V;18;V;8;V;11;V;15;V;16;V;17;V;13;V;10;V;21;V;21;V;9;V;10;V;26;V;29;V;29;V;32;V;20;V;35;V;0;N
28;079;57;8;28079057_8_8;2022;05;16;V;13;V;10;V;10;V;14;V;13;V;14;V;10;V;19;V;20;V;31;V;21;V;25;V;14;V;8;V;17;V;17;V;24;V;19;V;17;V;18;V;11;V;15;V;12;V;10;V;8;V;13;V;13;V;12;V;10;V;19;V
28;079;57;8;28079057_8_8;2022;06;16;V;16;V;19;V;16;V;12;V;21;V;20;V;14;V;11;V;26;V;18;V;15;V;21;V;31;V;20;V;20;V;17;V;15;V;6;V;13;V;15;V;9;V;10;V;12;V;9;V;10;V;14;V;12;V;22;V;16;V;0;N
28;079;57;8;28079057_8_8;2022;07;14;V;11;V;10;V;26;V;19;V;15;V;9;V;18;V;15;V;14;V;19;V;23;V;30;V;18;V;17;V;13;V;16;V;15;V;13;V;25;V;22;V;20;V;15;V;16;V;21;V;14;V;12;V;20;V;16;V;10;V;17;V
28;079;57;8;28079057_8_8;2022;08;20;V;16;V;26;V;25;V;20;V;18;V;16;V;26;V;22;V;13;V;18;V;22;V;24;V;13;V;18;V;15;V;14;V;11;V;18;V;18;V;21;V;14;V;20;V;24;V;21;V;12;V;19;V;13;V;17;V;28;V;16;V
28;079;57;9;28079057_9_47;2022;01;11;V;12;V;18;V;23;N;3;N;6;V;6;V;13;V;9;V;4;V;3;V;5;V;6;V;8;V;11;V;18;V;13;V;10;V;9;V;4;V;4;V;7;V;10;V;7;V;5;V;8;V;7;V;6;V;5;V;5;V;10;V
28;079;57;9;28079057_9_47;2022;02;2;V;7;V;11;V;21;V;10;V;4;V;7;N;5;N;11;V;16;V;21;V;15;V;14;V;2;V;4;V;7;V;12;V;12;V;3;V;4;V;7;N;3;V;5;V;7;V;6;V;5;V;7;V;7;V;0;N;0;N;0;N
28;079;57;9;28079057_9_47;2022;03;9;V;3;N;11;V;1;V;3;V;3;V;5;V;4;V;9;V;8;V;5;V;2;V;2;V;11;V;68;V;27;V;5;V;3;V;8;V;7;V;3;V;3;V;6;V;5;V;8;V;8;V;9;V;17;V;20;V;9;V;6;V
28;079;57;9;28079057_9_47;2022;04;3;V;2;V;3;V;5;V;8;V;7;V;7;V;5;V;4;V;6;V;7;V;4;V;4;V;4;V;7;V;7;V;5;V;5;V;6;V;2;V;4;V;4;V;2;V;4;V;4;V;8;V;6;V;6;V;7;V;15;V;0;N
28;079;57;9;28079057_9_47;2022;05;11;V;6;V;5;V;6;V;9;V;6;V;5;V;5;V;7;V;8;V;10;V;9;V;9;V;10;V;9;V;7;V;5;V;6;V;11;V;10;V;11;V;10;V;5;V;3;V;2;V;3;V;2;N;6;V;9;V;6;V;7;V
28;079;57;9;28079057_9_47;2022;06;5;V;5;V;7;V;6;V;5;V;6;V;5;V;5;V;3;V;5;V;9;V;7;V;10;V;22;V;28;V;21;V;15;V;16;V;6;V;8;V;5;V;3;V;4;V;4;V;4;V;5;V;5;V;4;N;7;N;5;V;0;N
28;079;57;9;28079057_9_47;2022;07;6;V;11;V;12;V;10;V;10;V;12;V;7;V;6;V;9;V;9;V;12;V;11;V;17;V;17;V;14;V;12;V;13;V;12;V;9;V;11;V;12;V;12;V;8;V;11;V;11;V;9;V;8;V;8;V;7;V;8;V;12;V
28;079;57;9;28079057_9_47;2022;08;10;V;10;V;10;V;11;V;9;V;9;V;9;V;10;V;9;N;9;V;10;V;21;V;17;N;8;V;9;V;17;V;3;V;3;V;3;V;6;V;7;V;4;V;5;V;8;V;11;V;7;V;9;V;8;V;9;V;9;V;7;V
28;079;57;10;28079057_10_47;2022;01;14;V;18;V;25;V;31;N;5;N;8;V;10;V;18;V;10;V;6;V;7;V;9;V;11;V;13;V;16;V;25;V;21;V;18;V;16;V;9;V;7;V;12;V;15;V;11;V;10;V;14;V;16;V;11;V;10;V;9;V;21;V
28;079;57;10;28079057_10_47;2022;02;7;V;16;V;21;V;33;V;17;V;9;V;10;V;9;V;19;V;27;V;43;V;32;V;28;V;5;V;10;V;13;V;21;V;20;V;5;V;7;V;9;V;6;V;11;V;16;V;11;V;8;V;13;V;13;V;0;N;0;N;0;N
28;079;57;10;28079057_10_47;2022;03;17;V;7;N;16;V;3;V;5;V;5;V;8;V;7;V;18;V;15;V;8;V;6;V;4;V;57;V;342;V;110;V;22;V;7;V;16;V;14;V;5;V;4;V;9;V;7;V;17;V;13;V;24;V;42;V;55;V;20;V;11;V
28;079;57;10;28079057_10_47;2022;04;5;V;4;V;4;V;8;V;13;V;11;V;13;V;9;V;6;V;9;V;19;V;7;V;6;V;8;V;16;V;12;V;9;V;10;V;12;V;4;V;7;V;7;V;3;V;5;V;8;V;13;V;8;V;9;V;15;V;32;V;0;N
28;079;57;10;28079057_10_47;2022;05;26;V;12;V;8;V;10;V;14;V;10;V;9;V;8;V;13;V;15;V;19;V;20;V;20;V;19;V;20;V;14;V;11;V;14;V;30;V;26;V;26;V;26;V;10;V;11;V;6;V;7;V;6;N;12;V;17;V;14;V;16;V
28;079;57;10;28079057_10_47;2022;06;15;V;12;V;15;V;14;V;9;V;14;V;12;V;11;V;8;V;11;V;20;V;17;V;30;V;66;V;82;V;59;V;39;V;42;V;16;V;17;N;13;V;10;V;9;V;8;V;9;V;10;V;12;V;9;N;24;N;17;V;0;N
28;079;57;10;28079057_10_47;2022;07;18;V;25;V;32;V;25;V;30;V;32;V;15;V;14;V;17;V;16;V;27;V;28;V;37;V;33;V;31;V;24;V;24;V;26;V;24;V;21;V;25;V;28;V;17;V;26;V;25;V;18;V;18;V;17;V;17;V;25;V;22;V
28;079;57;10;28079057_10_47;2022;08;19;V;23;V;21;V;25;V;21;V;19;V;18;V;20;V;23;N;23;V;28;V;60;V;37;N;17;V;15;V;25;V;8;V;5;V;6;V;11;V;12;V;8;V;10;V;19;V;22;V;12;V;16;V;16;V;23;V;23;V;16;V
28;079;57;12;28079057_12_8;2022;01;77;V;117;V;112;V;92;V;30;V;43;V;67;V;105;V;41;V;47;V;68;V;80;V;68;V;80;V;65;V;101;V;114;V;128;V;100;V;54;V;48;V;61;V;54;V;46;V;50;V;69;V;80;V;87;V;88;V;59;V;126;V
28;079;57;12;28079057_12_8;2022;02;14;V;141;V;86;V;93;V;26;V;61;V;67;V;63;V;81;V;75;V;149;V;41;V;33;V;17;V;56;V;82;V;107;V;60;V;13;V;36;V;55;V;35;V;74;V;54;V;34;V;23;V;25;V;45;V;0;N;0;N;0;N
28;079;57;12;28079057_12_8;2022;03;46;V;23;V;91;V;15;V;22;V;13;V;28;V;27;V;66;V;41;V;31;V;18;V;17;V;27;V;29;V;29;V;13;V;20;V;20;V;13;V;27;V;20;V;22;V;24;V;17;V;15;V;18;V;38;V;35;V;23;V;24;V
28;079;57;12;28079057_12_8;2022;04;17;V;13;V;12;V;15;V;23;V;27;V;29;V;19;V;15;V;15;V;17;V;25;V;25;V;10;V;13;V;18;V;18;V;21;V;18;V;13;V;28;V;25;V;12;V;12;V;33;V;35;V;34;V;39;V;24;V;40;V;0;N
28;079;57;12;28079057_12_8;2022;05;18;V;16;V;13;V;13;V;18;V;17;V;17;V;12;V;23;V;24;V;37;V;25;V;28;V;17;V;10;V;22;V;23;V;30;V;23;V;21;V;21;V;13;V;20;V;16;V;13;V;12;V;17;V;15;V;15;V;12;V;25;V
28;079;57;12;28079057_12_8;2022;06;22;V;20;V;23;V;19;V;14;V;27;V;24;V;18;V;15;V;34;V;22;V;17;V;25;V;37;V;25;V;24;V;20;V;17;V;8;V;17;V;18;V;12;V;13;V;15;V;11;V;12;V;18;V;15;V;26;V;21;V;0;N
28;079;57;12;28079057_12_8;2022;07;18;V;13;V;11;V;31;V;23;V;18;V;12;V;22;V;17;V;16;V;23;V;27;V;34;V;22;V;20;V;14;V;17;V;17;V;16;V;29;V;25;V;24;V;17;V;18;V;26;V;18;V;14;V;23;V;19;V;12;V;19;V
28;079;57;12;28079057_12_8;2022;08;23;V;19;V;30;V;27;V;22;V;20;V;17;V;28;V;23;V;14;V;19;V;23;V;26;V;15;V;20;V;17;V;16;V;13;V;20;V;20;V;22;V;15;V;22;V;27;V;23;V;14;V;21;V;14;V;18;V;30;V;18;V
28;079;58;7;28079058_7_8;2022;01;7;V;8;V;18;V;12;V;2;V;4;V;5;V;9;V;1;V;7;V;7;V;7;V;8;V;7;V;4;V;5;V;14;V;13;V;11;V;8;V;7;V;4;V;3;V;5;V;6;V;7;V;8;V;8;V;4;V;6;V;15;V
28;079;58;7;28079058_7_8;2022;02;5;V;10;V;11;V;13;V;4;V;3;V;6;V;6;V;9;V;9;V;8;V;4;V;2;V;1;V;5;V;5;V;12;V;10;V;2;V;3;V;6;V;4;V;5;V;5;V;2;V;1;V;2;V;7;V;0;N;0;N;0;N
28;079;58;7;28079058_7_8;2022;03;8;V;5;V;11;V;2;V;2;V;1;V;2;V;2;V;7;V;5;V;2;V;2;V;1;V;1;V;3;V;3;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;3;V;2;V;1;V
28;079;58;7;28079058_7_8;2022;04;1;V;1;V;1;V;1;V;2;V;2;V;3;V;2;V;1;V;1;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;1;V;1;V;1;V;3;V;3;V;1;V;4;V;4;V;2;V;0;N
28;079;58;7;28079058_7_8;2022;05;1;V;1;V;1;V;1;V;3;V;2;V;1;V;1;V;3;V;2;V;3;V;2;V;3;V;1;V;1;V;2;V;3;V;2;V;3;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;2;V;1;V;1;V;1;V;2;V
28;079;58;7;28079058_7_8;2022;06;2;V;2;V;2;V;1;V;1;V;3;V;2;V;1;V;2;V;1;V;1;V;1;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;2;V;1;V;2;V;1;V;2;V;2;V;1;V;0;N
28;079;58;7;28079058_7_8;2022;07;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;10;V
28;079;58;7;28079058_7_8;2022;08;2;V;1;V;4;V;10;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;2;V;1;V;1;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V
28;079;58;8;28079058_8_8;2022;01;17;V;18;V;25;V;18;V;9;V;17;V;16;V;19;V;7;V;14;V;16;V;15;V;22;V;20;V;20;V;23;V;32;V;29;V;31;V;21;V;16;V;18;V;16;V;16;V;24;V;22;V;20;V;22;V;19;V;24;V;36;V
28;079;58;8;28079058_8_8;2022;02;15;V;22;V;31;V;33;V;16;V;16;V;23;V;23;V;28;V;31;V;23;V;22;V;9;V;6;V;13;V;16;V;28;V;25;V;11;V;15;V;14;V;18;V;22;V;22;V;11;V;10;V;12;V;16;V;0;N;0;N;0;N
28;079;58;8;28079058_8_8;2022;03;23;V;13;V;34;V;10;V;11;V;9;V;13;V;13;V;20;V;17;V;13;V;6;V;8;V;11;V;15;V;15;V;11;V;12;V;14;V;8;V;13;V;13;V;11;V;6;V;5;V;4;V;8;V;15;V;14;V;11;V;8;V
28;079;58;8;28079058_8_8;2022;04;6;V;6;V;5;V;5;V;9;V;11;V;12;V;9;V;6;V;7;V;12;V;9;V;6;V;7;V;8;V;8;V;10;V;11;V;8;V;4;V;11;V;13;V;4;V;6;V;12;V;13;V;11;V;11;V;12;V;14;V;0;N
28;079;58;8;28079058_8_8;2022;05;8;V;6;V;4;V;5;V;10;V;9;V;9;V;9;V;16;V;15;V;16;V;15;V;15;V;10;V;7;V;8;V;10;V;12;V;14;V;13;V;12;V;9;V;7;V;9;V;6;V;8;V;9;V;11;V;9;V;5;V;12;V
28;079;58;8;28079058_8_8;2022;06;10;V;10;V;10;V;7;V;8;V;13;V;10;V;8;V;8;V;11;V;11;V;10;V;15;V;16;V;13;V;12;V;11;V;11;V;4;V;9;V;9;V;5;V;6;V;8;V;8;V;7;V;7;V;10;V;11;V;8;V;0;N
28;079;58;8;28079058_8_8;2022;07;10;V;11;V;9;V;11;V;13;V;10;V;7;V;11;V;12;V;10;V;12;V;15;V;16;V;13;V;14;V;14;V;13;V;13;V;9;V;12;V;13;V;14;V;11;V;10;V;9;V;9;V;8;V;12;V;13;V;9;V;29;V
28;079;58;8;28079058_8_8;2022;08;28;V;12;V;28;V;36;V;22;V;19;V;13;V;18;V;14;V;11;V;11;V;15;V;13;V;11;V;8;V;8;V;10;V;15;V;17;V;22;V;20;V;14;V;13;V;19;V;14;V;8;V;13;V;10;V;11;V;13;V;11;V
28;079;58;12;28079058_12_8;2022;01;28;V;31;V;52;V;37;V;12;V;23;V;24;V;32;V;9;V;24;V;27;V;25;V;34;V;30;V;26;V;31;V;53;V;48;V;48;V;33;V;28;V;23;V;20;V;24;V;33;V;33;V;32;V;34;V;25;V;34;V;58;V
28;079;58;12;28079058_12_8;2022;02;22;V;37;V;49;V;53;V;22;V;20;V;32;V;32;V;41;V;45;V;35;V;29;V;13;V;8;V;21;V;24;V;46;V;40;V;13;V;19;V;23;V;25;V;30;V;29;V;14;V;12;V;15;V;27;V;0;N;0;N;0;N
